Datum,Gemeinde,Ortsteil,Straße,Kategorie,Einbruchsversuch,Täter festgenommen?,ganze Polizei-Meldung
11.02.2015,Heilbronn,,Sülmerstraße,Einkaufsmöglichkeit,,,"Mit der Aufklärung zweier Einbrüche sowie drei weiteren Einbruchsversuchen, die in der Nacht auf Mittwoch in Heilbronn verübt worden waren, ist derzeit die Polizei beschäftigt. Nach bisherigen Erkenntnissen brachen die unbekannten Täter die Eingangstür eines Nagelstudios in der Sülmerstraße auf und gelangten so ins Innere des Geschäfts. Dort durchstöberten sie teilweise Schränke und Schubladen nach möglicher Diebesbeute. Aus einer Kasse entwendeten sie einen kleinen Bargeldbetrag. Die Spezialisten der EG Einbruch haben die Ermittlungen übernommen und bitten Zeugen, die etwas Verdächtiges beobachtet haben, sich mit der Polizei unter 07131 104-2500 in Verbindung zu setzen."
11.02.2015,Heilbronn,,Kaiserstraße,Einkaufsmöglichkeit,,,"Auf Bargeld hatten es Einbrecher abgesehen, die sich gewaltsam Zutritt in eine Apotheke in der Kaiserstraße verschafften. Zunächst hatten die Unbekannten versucht, eine seitliche Türe aufzuhebeln. Da das Vorhaben nicht gelang, machten sie sich an der Glaseingangstür zu schaffen. Nachdem diese gewaltsam geöffnet werden konnte, durchstöberten die Täter den Verkaufsraum, wobei ihnen ebenfalls Bargeld in die Hände fiel. Die Spezialisten der EG Einbruch haben die Ermittlungen übernommen und bitten Zeugen, die etwas Verdächtiges beobachtet haben, sich mit der Polizei unter 07131 104-2500 in Verbindung zu setzen."
11.02.2015,Heilbronn,,Sülmerstraße,Einkaufsmöglichkeit,X,,"In der Heilbronner Innenstadt versuchten bislang Unbekannte durch das Aufbrechen der Eingangstür, in ein in der Sülmerstraße gelegenen Cafès einzudringen. Die Tür hielt jedoch Stand, sodass die Täter nicht ins Gebäude gelangten. Die Spezialisten der EG Einbruch haben die Ermittlungen übernommen und bitten Zeugen, die etwas Verdächtiges beobachtet haben, sich mit der Polizei unter 07131 104-2500 in Verbindung zu setzen."
11.02.2015,Heilbronn,,Allee,Einkaufsmöglichkeit,X,,"Unbekannte Einbrecher suchten zwei Apotheken auf der Allee in der Heilbronner Innenstadt heim. Dort versuchten sie gewaltsam die Glaseingangstüren zu öffnen. Diese hielten den Versuchen jedoch Stand, sodass die Langfinger nicht in die Geschäfte eindringen konnten und ohne Beute von dannen ziehen mussten. Wie so oft hinterließen die Täter an den Gebäuden einen beträchtlichen Sachschaden. Dieser wird bei den aktuellen Fällen im vierstelligen Bereich liegen. Die Spezialisten der EG Einbruch haben die Ermittlungen übernommen und bitten Zeugen, die etwas Verdächtiges beobachtet haben, sich mit der Polizei unter 07131 104-2500 in Verbindung zu setzen."
11.02.2015,Heilbronn,,Allee,Einkaufsmöglichkeit,X,,"Unbekannte Einbrecher suchten zwei Apotheken auf der Allee in der Heilbronner Innenstadt heim. Dort versuchten sie gewaltsam die Glaseingangstüren zu öffnen. Diese hielten den Versuchen jedoch Stand, sodass die Langfinger nicht in die Geschäfte eindringen konnten und ohne Beute von dannen ziehen mussten. Wie so oft hinterließen die Täter an den Gebäuden einen beträchtlichen Sachschaden. Dieser wird bei den aktuellen Fällen im vierstelligen Bereich liegen. Die Spezialisten der EG Einbruch haben die Ermittlungen übernommen und bitten Zeugen, die etwas Verdächtiges beobachtet haben, sich mit der Polizei unter 07131 104-2500 in Verbindung zu setzen."
11.02.2015,Brackenheim,,Georg-Kohl-Straße 2,,X,,"Ein versuchter Einbruch in das Brackenheimer Jugendhaus wurde der örtlichen Polizei am Mittwochmorgen gemeldet. Nach bisherigen Erkenntnissen versuchte ein derzeit noch Unbekannter in der Nacht auf Mittwoch, möglicherweise gegen 23:45 Uhr, in das Gebäude in der Georg-Kohl-Straße zu gelangen. Hierzu warf er mit einem Stein eine Fensterscheibe ein und konnte so das Fenster entriegeln. In die Räumlichkeiten selbst gelangte er jedoch nicht. Der Sachschaden wird auf mehrere hundert Euro geschätzt. Personen, die etwas Verdächtiges beobachtet haben, sollten sich bei der Brackenheimer Polizei unter Telefon 07135 6096 melden."
11.02.2015,Offenau,,Talweg,Einkaufsmöglichkeit,,,"Einbrecher stehlen Bargeld Offensichtlich auf Bargeld abgesehen hatten es bislang unbekannte Einbrecher am frühen Mittwochmorgen in Offenau. Vermutlich gegen ein Uhr brachen die unbekannten Täter die Tür einer Werkstatt im Talweg auf und gelangten so in die Halle. Von dort aus durchbrachen sie eine zu einem Spielkasino angrenzende Wand und drangen so in die Räumlichkeiten der Spielhalle ein, wo sie mehrere Geldspielautomaten sowie einen Geldwechselautomaten aufbrachen und das Bargeld in noch unbekannter Höhe entwendeten. Die Polizei bittet Personen, die verdächtige Beobachtungen gemacht haben, sich unter Telefon 07136 9803-0 zu melden. Für Rückfragen stehen wir Ihnen unter der Telefonnummer 07131 104-1013 gerne zur Verfügung."
10.02.2015,Öhringen,Michelbach,Am Michelbach,,,,"Vermutlich am Dienstagnachmittag bekam ein Hausbesitzer in Öhringen-Michelbach unerwünschten Besuch. In der Zeit zwischen 16.40 und 18.30 Uhr hatten sich während der Abwesenheit der Bewohner Unbekannte gewaltsam Zugang zu dem Wohnhaus in der Straße Am Michelbach verschafft. Nachdem die Terrassentür offensichtlich zunächst dem Einbruchsversuch standgehalten hatte, gelang es den Tätern, sich über ein zuvor eingeworfenes Fenster auf der Gebäuderückseite Zutritt zu den Wohnräumen zu verschaffen. Dort durchsuchten sie die Zimmer nach Stehlenswertem und erbeuteten einige Schmuckstücke. Der Wert des Diebesgutes steht noch nicht fest. Der entstandene Sachschaden beläuft sich auf etwa 1.000 Euro. Wer im Tatzeitraum im Bereich des Wohngebietes verdächtige Wahrnehmungen gemacht hat, sollte sich mit der Kriminalpolizei in Künzelsau, Telefon 07940 9400, in Verbindung setzen."
12.02.2015,Buchen,,Geranienweg,,,X,"Ein vermutlich hungriger Einbrecher kam nach seinem Einstieg in ein Wohnhaus am späten Donnerstagabend im Buchener Geranienweg nicht weit. Der 31-Jährige hatte gegen 22 Uhr zunächst versucht, über ein Terrassenfenster in die ebenerdig gelegene Wohnung zu gelangen. Als dies scheiterte, schlug er das Badezimmerfenster ein und verschaffte sich so Zugang zu den Räumlichkeiten. Bei seinem anschließenden Beutezug fiel ihm ein Smartphone in die Hände. Vor allem aber hatte er offenbar Appetit auf Käse und war gerade dabei, den Kühlschrank zu plündern, als die Polizei vor Ort eintraf. Die Hausbewohner hatten nämlich zwischenzeitlich den unerwünschten Eindringling gehört und die Ordnungshüter alarmiert. Dieser trat zwar die Flucht an, konnte aber wenig später durch die Polizeistreife im Bereich des Bahnhofs gestellt werden. Den Käse und das Handy hatte der Mann bei seiner Festnahme noch bei sich. Die Beamten nahmen den ""alten Bekannten"" mit aufs Revier. Er bekommt nun eine weitere Anzeige. ""Der Fall belegt wieder eindrücklich, wie Bürgerinnen und Bürger durch ein richtiges Reagieren (sofortiger Anruf bei der Polizei) die Polizeiarbeit maßgeblich unterstützen, was in diesem Fall Grundlage für die Festnahme des Täters war"", so der Leiter des Polizeireviers Buchen, Kriminaloberrat Martin Fessner."
13.02.2015,Ellhofen,,Römerweg,,X,,"In der Zeit von Sonntag, 08.02.2015 bis Freitag, 13.02.2015, 14:45 Uhr, versuchten Unbekannte sich Zutritt zum einem Einfamilienhaus im Römerweg zu verschaffen. An der Rückseite des Einfamilienhauses wurde an zwei Terrassentüren mit einem Werkzeug gewuchtet. Es entstehen lediglich Abdrücke im Kunststoff der Türe. Die Einbrecher konnten nicht ins Haus kommen. Die Türen, die mit neuen Sicherungsbolzen ausgestattet waren sind noch zwar noch voll funktionsfähig, trotzdem beläuft sich der Sachschaden auf ca. 2000 Euro."
13.02.2015,Erlenbach,,In den Lachen,,X,,"Am 13.02.2015, gegen 22.30 Uhr, wollte eine Wohnungsinhaberin ""In den Lachen"" von ihrer Wohnung in die angrenzende Werkstatt gehen. Dabei störte sie mindestens zwei Einbrecher, die sich an der Werkstatttür zu schaffen machten. Diese hatten bereits den Fenstereinsatz aus der Tür ausgebaut. Die Frau sah die mit Handschuhen überzogenen Arme eines der beiden Täter, der zur Fensteröffnung hineingriff und hörte die beiden Männer in einer ausländischen Sprache miteinander reden. Die Täter flüchteten daraufhin. Eine nähere Beschreibung konnte die 54-jährige Zeugin nicht abgeben."
13.02.2015,Dörzbach,,,,,,"In der Zeit von Donnerstag, 12.02.2015, 18:00 Uhr, bis Freitag, 13.02.2015, 16:55 Uhr, schlugen unbekannte Täter in einem noch unbewohnten Neubau die Scheibe der Terrassentüre ein und gelangten so ins Haus. Teilweise ist das Haus schon möbliert. Schubladen und Schranktüren wurden geöffnet und durchsucht. Da sich noch keine Wertsachen im Haus befanden fielen den Tätern lediglich 20 Euro in die Hände. Der entstandene Schaden wird auf ca. 500 Euro geschätzt."
14.02.2015,Heilbronn,,,,,,Ein bislang unbekannter Täter kletterte am gestrigen Samstag in der Zeit zwischen 18.00 und 20.40 Uhr auf den Balkon eines Mehrfamilienhauses im nördlichen Teil von Heilbronn und brach anschließend die Balkontüre auf. Der Täter durchsuchte daraufhin sämtliche Schränke und Schubladen. Hierbei fielen dem Einbrecher Bargeld und Schmuck im Wert von mehreren Tausend EURO in die Hände.
14.02.2015,Güglingen,,Finkenweg,,X,,"Bislang unbekannter Täter gelangte in der Nacht zum vergangenen Samstag in der Zeit zwi-schen 17.30 und 09.30 Uhr im Finkenweg unter Verwendung einer Leiter an ein in Höhe von etwa 3 Meter gelegenes Fenster eines Einfamilienhauses, brach dieses auf und stieg in die Wohnung ein. Aus der weitgehend noch unmöblierten Wohnung wurde nach bisherigem Kenntnisstand nichts gestohlen. Möglicherweise der gleiche Täter versuchte in derselben Nacht in der Zeit zwischen 18.30 und 03.00 Uhr vergeblich an einem Wohnhaus in der Reisenbergstraße den Rolladen eines Küchenfensters aufzuhebeln."
14.02.2015,Güglingen,,Reisenbergstraße,,X,,"Bislang unbekannter Täter gelangte in der Nacht zum vergangenen Samstag in der Zeit zwi-schen 17.30 und 09.30 Uhr im Finkenweg unter Verwendung einer Leiter an ein in Höhe von etwa 3 Meter gelegenes Fenster eines Einfamilienhauses, brach dieses auf und stieg in die Wohnung ein. Aus der weitgehend noch unmöblierten Wohnung wurde nach bisherigem Kenntnisstand nichts gestohlen. Möglicherweise der gleiche Täter versuchte in derselben Nacht in der Zeit zwischen 18.30 und 03.00 Uhr vergeblich an einem Wohnhaus in der Reisenbergstraße den Rolladen eines Küchenfensters aufzuhebeln."
14.02.2015,Forchtenberg,Sindringen,Alemannenstraße,,,,"Ein bislang unbekannter Täter brach am vergangenen Samstag in der Zeit zwischen 18.15 und 19.30 Uhr die Terrassentüre eines Wohnhauses in der Alemannenstraße auf. Im Gebäude durchsuchte der Täter mehrere Zimmer, Schränke und Schubladen ohne jedoch etwas für ihn stehlenswertes vorzufinden. Möglicherweise wurde der Täter auch bei der Ausführung seiner Tat gestört. Der angerichtete Sachschaden beläuft sich auf etwa 200 EURO. Gegen 18.30 Uhr wurde von einer Anwohnerin ein auffällig langsam fahrender, verdächtiger weißer Pickup in der Alemannenstraße gesehen. Zeugen oder Hinweisgeber werden gebeten sich unter der Rufnummer 07940/9400 mit dem Polizeirevier Künzelsau in Verbindung zu setzen."
15.02.2015,Forchtenberg,Ernsbach,Im Pfaffenholz,,,,"Am vergangenen Wochenende waren in Forchtenberg-Ernsbach Einbrecher am Werk. Ziel der Täter war ein Wohn- und Geschäftshaus im Pfaffenholz. Auf der Rückseite des Gebäudes gelangten sie über ein gewaltsam geöffnetes Fenster in die Wohnräume und durchsuchten die Möbel. Schließlich fielen ihnen einige Schmuckstücke sowie Bargeld in die Hände. Wer im Tatzeitraum zwischen Freitag, 13 Uhr, und Sonntag, 12.30 Uhr, verdächtigte Beobachtungen im Bereich des Industriegebietes gemacht hat, sollte sich mit der Polizei in Künzelsau, Telefon 07940 9400, in Verbindung setzen."
15.02.2015,Tauberbischofsheim,,Daimlerstraße,Firmengebäude,,,"Am Sonntagabend brach ein Unbekannter in eine Firma in der Tauberbischofsheimer Daimlerstraße ein. Gegen 21:50 Uhr schlug er die Verglasung des Rolltores ein und verschaffte sich so Zutritt zum Gebäude. Vermutlich bemerkte er dann den alarmierten Geschäftsinhaber, der mit seinem Sohn zum Firmengebäude geeilt war und flüchtete. Nach ersten Erkenntnissen wurde nichts entwendet, der Sachschaden wird auf rund 100 Euro geschätzt. Die Polizeibeamten fanden bei der Absuche des Tatortbereichs in einem Acker in Richtung Kläranlage eine brennende Taschenlampe, die wahrscheinlich vom Täter auf dessen Flucht weggeworfen wurde. Die Polizei in Tauberbischofsheim, Telefon 09341 81-0, sucht Zeugen. Wer im Bereich der Daimlerstraße oder des Radweges in Richtung Kläranlage verdächtige Wahrnehmungen gemacht hat, wird gebeten, sich zu melden."
15.02.2015,Wertheim,Urphar,Kellriesenstraße,,,,"Während der Abwesenheit der Wohnungsinhaber suchten Unbekannte in der Zeit zwischen Donnerstag, 10 Uhr, und Sonntag, 14:45 Uhr, deren Wohnung in einem Mehrfamilienhaus in der Kellriesenstraße in Urphar auf. Nach Aufhebeln der Terrassentüre hatten sie Zutritt zu den Räumlichkeiten. Sie durchsuchten alles und nahmen Bargeld und Goldschmuck in noch nicht bekannter Höhe mit. Den Tatort verließen sie vermutlich wieder auf demselben Weg. Die Wertheimer Polizei, Telefon 09342 9189-0, nimmt Zeugenhinweise entgegen. Personen, die im Tatzeitraum im Bereich der Kellriesenstraße verdächtige Wahrnehmungen, auffällige Fahrzeuge oder Personen beobachtet haben, werden gebeten, sich zu melden."
14.02.2015,Külsheim,,Kolpingstraße,,,,"Bargeld und Schmuck in noch nicht bekannter Höhe fiel Unbekannten bei einem Einbruch in ein Wohnhaus am Samstag in der Külsheimer Kolpingstraße in die Hände. In der Zeit zwischen 18:30 und 21:10 Uhr hebelten sie eine Nebeneingangstüre auf, über die sie sich Zutritt zum Haus verschafften. Vom Keller bis zum Dachgeschoss durchsuchten sie sämtliche Räume und verschwanden anschließend mit ihrer Beute. Die Polizei in Wertheim, Telefon 09342 9189-0, sucht Zeugen, die in diesem Zusammenhang verdächtige Wahrnehmungen gemacht haben."
15.02.2015,Bad Rappenau,,Raubachstraße,,,,"Ein Wohnhaus in Bad Rappenau war am Sonntag das Ziel eines bislang unbekannten Einbrechers. Nachdem er zwischen 08:30 Uhr und 21:00 Uhr ein Fenster am Gebäude in der Raubachstraße aufgebrochen hatte, gelangte er in die Räumlichkeiten. Dort durchstöberte er Schubladen und Schränke nach möglicher Diebesbeute. Dabei fand er zwei Armbanduhren sowie Bargeld und entwendete dieses, ehe er über die Terrassentür aus dem Haus flüchtete. Die Polizei bittet Personen, die etwas Verdächtiges beobachtet haben, sich unter Telefon 07264 9590-0 zu melden."
15.02.2015,Heilbronn,,Im Gemmingstal,,,,"Auch im Heilbronner Gemmingstal verschafften sich am vergangenen Wochenende bislang unbekannte Täter gewaltsam Zutritt zu zwei Wohnhäusern. Um in eines der Gebäude zu gelangen, brachen die Unbekannten ein Fenster auf und drangen so ins Innere. Dort durchstöberten sie die Zimmer sowie sämtliches Inventar nach Stehlenswertem. Sie entdeckten dabei Schmuck in noch unbekanntem Wert und entwendeten diesen. Auch das Nachbarhaus blieb nicht unbehelligt. Nachdem die Unbekannten zuvor eine Terrassentür aufgehebelt hatten, drangen sie ins Wohnhaus ein. Auf der Suche nach möglicher Beute fielen ihnen ein Paar Manschettenknöpfe im Wert von etwa 50 Euro in die Hände. Der angerichtete Schaden kann derzeit noch nicht beziffert werden. Personen, die sachdienliche Hinweise geben können oder etwas Verdächtiges beobachtet haben, sollten sich bei der Heilbronner Polizei unter Telefon 07131 104-2500 melden."
15.02.2015,Forchtenberg,Sindringen,Alemannenstraße,,X,,"In Forchtenberg-Sindringen hatten Unbekannte am vergangenen Wochenende offenbar einen weiteren Einbruch geplant. Wie bereits berichtet waren sie am Samstag, in der Zeit zwischen 18.15 und 19.30, in ein Wohnhaus in der Alemannenstraße eingedrungen, jedoch vermutlich ohne Beute wieder abgezogen. Nun entdeckten andere Hausbesitzer auch an einem benachbarten Gebäude Einbruchspuren. Die Täter hatten hier probiert, über die Terrassentür in die Innenräume zu gelangen. Allerdings blieb es offensichtlich beim Versuch. Unter Umständen wurden sie bei der Tatausführung gestört. Hinweise zu den beiden Taten nimmt die Kriminalpolizei in Künzelsau, Telefon 07940 9400, entgegen."
16.02.2015,Ingelfingen,Stachenhausen,Pfannenweg,,,,"Die Abwesenheit der Hausbewohner haben Einbrecher am Montag in Ingelfingen-Stachenhausen ausgenutzt. In der Zeit zwischen 8.30 und 13 Uhr drangen sie über eine Balkontür gewaltsam in ein Wohnhaus im Pfannenweg ein. Die Täter durchsuchten nahezu sämtliche Räume und Möbelstücke. Ihnen fielen Bargeld und Schmuck von noch nicht bekanntem Wert in die Hände. Außerdem richteten sie Sachschaden in Höhe von mehreren hundert Euro an. Die Polizei nimmt sachdienliche Hinweise zu dem Einbruch entgegen. Zeugen werden gebeten, sich unter der Telefonnummer 07940 8294 beim Polizeiposten Niedernhall zu melden."
15.02.2015,Heilbronn,,Röntgenstraße,,,,"Am vergangenen Wochenende suchte ein derzeit noch unbekannter Einbrecher ein Wohnhaus in der Heilbronner Röntgenstraße heim. Zwischen Freitag und Montag verschaffte sich der Täter Zutritt in das Gebäude, nachdem er ein Fenster aufgebrochen hatte. In den Zimmern durchstöberte er diverse Möbel nach möglichem Diebesgut. Dabei fiel ihm etwas Schmuck in die Hände. Der Wert kann derzeit nicht beziffert werden. Die Polizei bittet Zeugen, die etwas Verdächtiges beobachtet haben oder weitere sachdienliche Informationen geben können, sich mit der Heilbronner Polizei unter Telefon 07131 104-2500 in Verbindung zu setzen."
16.02.2015,Erlenbach,,Im Unterwasser 17,,,,"In einen Hallenspielplatz in Erlenbach brachen unbekannte Täter in der Nacht auf Montag ein. Über ein Fenster auf dem Flachdach der ehemaligen Tennishalle gelangten die Einbrecher ins Innere des Gebäudes ""Im Unterwasser"". Dort durchstöberten sie das Büro des Betriebs und entwendeten einen Tresor sowie etwas Bargeld aus der Kasse. Der Geldschrank wurde vermutlich durch das Einstiegsfenster zunächst nach oben gezogen. Vom Dach aus warfen die Täter den Safe ins Freie, von wo aus sie diesen vermutlich mit einem Fahrzeug abtransportierten. Der Wert des Diebesguts sowie die Höhe des angerichteten Sachschadens können derzeit noch nicht beziffert werden. Weitere Gegenstände wurden ersten Erkenntnissen zufolge nicht gestohlen. Zeugen, die zwischen Mitternacht und 06:30 Uhr verdächtige Beobachtungen gemacht haben, werden gebeten, diese bei der Neckarsulmer Polizei unter Telefon 07132 9371-0 zu melden."
17.02.2015,Eppingen,Elsenz,,Kirche,,,"Auf einen Geldschrank in der katholischen Kirche in Eppingen-Elsenz hatte ein bislang unbekannter Täter in der Nacht zum Dienstag abgesehen. Auf bislang unbekannte Art, gelangte der Einbrecher ins Innere der Kirche, machte sich dort an einem Tresor zu schaffen und versuchte diesen aus der Wand zu brechen. Der Versuch scheiterte jedoch kläglich. Der unbekannte Langfinger musste ohne Beute von Dannen ziehen. Der Sachschaden blieb glücklicherweise gering. Zeugen, die etwas Verdächtiges beobachtet haben, sollten sich bei der Eppinger Polizei unter Telefon 07262 6095-0 melden."
18.02.2015,Boxberg,,,Einkaufsmöglichkeit,,,"Aus einer Bäckerei in Boxberg entwendete ein Dieb am Mittwochmorgen, gegen 10:00 Uhr, Bargeld, in unbestimmter Höhe, aus den Büroräumen. Der Täter gelangte über die Gebäuderückseite ins Haus und entnahm aus zwei Geldmappen im Büro das Geld. Ein etwa 40-45 Jahre alte, zirka 1,80 Meter großer Osteuropäer, vermutlich Rumäne oder Bulgare, fiel im Umfeld der Bäckerei einer Angestellten auf. Er war von schlanker Statur, hatte dunkles volles Haar und sprach gebrochen deutsch. Bekleidet war er mit einem dunklen Pullover und einer dunklen, braun-grauen Stoffhose. Hinweise nimmt das Polizeirevier Tauberbischofsheim unter der Tel.-Nr.: 09341 81 1210 entgegen."
18.02.2015,Eppingen,Richen,Stebbacher Straße 9,,,,"Zwischen Dienstag, 15:00 Uhr, und Mittwoch, 07:15 Uhr, drangen unbekannte Täter über einen Heizraum in die Kindertagesstätte in der Stebbacher Straße in Eppingen-Richen ein. Der Täter verschaffte sich Zutritt ins Haus, indem er ein Fenster aufhebelte und so in den Heizraum gelangte. Dort wuchtete er eine Brandschutztür auf. Die Büroräumlichkeiten wurden vom Täter durchsucht und unter anderem ein Laptop entwendet. Der Wert der entwendeten Gegenstände beträgt etwa 100 Euro. Den Sachschaden den die Täter hinterließen beläuft sich auf mindestens 700 Euro."
18.02.2015,Heilbronn,,,,,,"Ein 23-Jähriger hatte in der Mittwochnacht gleich doppeltes Pech. Der junge Mann befand sich gegen 03:00 Uhr in einer Bar in der Heilbronner Innenstadt. Dort wurde ihm zunächst sein Geldbeutel gestohlen, in welchem sich auch sein Wohnungsschlüssel befand. Als er gegen 07:20 Uhr nach Hause kam, stellte er fest, dass vermutlich dieselben Täter in der Zwischenzeit in seine Wohnung eingedrungen waren. Das Schloss wurde nicht beschädigt, sondern mittels des ""richtigen"" Schlüssels aufgeschlossen. Die mutmaßlichen Diebe durchwühlten die Wohnung und nahmen mehrere technische Geräte mit. Der Wert des Diebesguts beläuft sich auf zirka 1.000 Euro. Personen, die sachdienliche Hinweise geben können, werden gebeten sich mit dem Polizeirevier Heilbronn unter der Telefonnummer 07131 1042500 in Verbindung zu setzen."
18.02.2015,Bad Friedrichshall,,Bahnhofstraße,,,,"Zu weiteren Wohnungseinbrüchen kam es im Laufe des Mittwochs in Neckarsulm und Bad Friedrichshall. Zunächst brachen die bislang unbekannten Täter über die Haustür in eine Wohnung in der Bad Friedrichshaller Bahnhofstraße ein. Dort wurden mehrere Kartons durchwühlt. Die Höhe des Diebesguts ist bislang noch nicht bekannt. Die Tat muss im Zeitraum von 10:00 bis 14:00 Uhr stattgefunden haben. In der Neckarsulmer Ganzhornstraße hebelten bislang Unbekannte die Holzschiebetür von einer Terrasse auf und gelangten so in ein Reihenhaus. Die mutmaßlichen Täter durchsuchten mehrere Zimmer nach möglichem Diebesgut und entwendeten auch diverse Geldbeträge. Die Täter verließen das Haus auf demselben Weg, wie sie hineingekommen waren. Der Sachschaden beläuft sich auf 1.000 Euro. Sachdienliche Hinweise oder Zeugen des Geschehens sollten sich mit dem Polizeirevier Neckarsulm unter der Telefonnummer 07132 93710 in Verbindung setzen."
18.02.2015,Neckarsulm,,Ganzhornstraße,,,,"Zu weiteren Wohnungseinbrüchen kam es im Laufe des Mittwochs in Neckarsulm und Bad Friedrichshall. Zunächst brachen die bislang unbekannten Täter über die Haustür in eine Wohnung in der Bad Friedrichshaller Bahnhofstraße ein. Dort wurden mehrere Kartons durchwühlt. Die Höhe des Diebesguts ist bislang noch nicht bekannt. Die Tat muss im Zeitraum von 10:00 bis 14:00 Uhr stattgefunden haben. In der Neckarsulmer Ganzhornstraße hebelten bislang Unbekannte die Holzschiebetür von einer Terrasse auf und gelangten so in ein Reihenhaus. Die mutmaßlichen Täter durchsuchten mehrere Zimmer nach möglichem Diebesgut und entwendeten auch diverse Geldbeträge. Die Täter verließen das Haus auf demselben Weg, wie sie hineingekommen waren. Der Sachschaden beläuft sich auf 1.000 Euro. Sachdienliche Hinweise oder Zeugen des Geschehens sollten sich mit dem Polizeirevier Neckarsulm unter der Telefonnummer 07132 93710 in Verbindung setzen."
18.02.2015,Heilbronn,,Schüblerstraße,,,,"In der Zeit von Samstag 16:00 Uhr bis Mittwoch 18:45 Uhr brachen bislang unbekannte Täter in eine Wohnung in der Heilbronner Schüblerstraße ein. Die mutmaßlichen Täter gelangten über den hausrückseitigen Balkon in die Wohnung. Dort durchwühlten sie mehrere Schubladen und entwendeten Schmuck in bislang unbekannter Höhe. Personen oder Zeugen, die sachdienliche Hinweise geben können, sollten sich beim Polizeirevier Heilbronn unter der Telefonnummer 07131 1042500 melden."
20.02.2015,Heilbronn,,Sülmerstraße,Gaststätte,X,,"In eine Gaststätte in Heilbronn versuchte ein bislang unbekannter Täter am frühen Freitag einzubrechen. Gegen 02:20 Uhr verständigte der Wachmann eines Sicherheitsdienstes die Polizei, da er bei der Überprüfung des Gebäudes in der Sülmerstraße hörte, wie eine Tür ins Schloss fiel und hatte daher den Verdacht, dass Einbrecher im Lokal sein könnten. Bei einer anschließenden Nachschau stellten die Polizeibeamten fest, dass das Schloss einer Tür abgerissen wurde. Ferner fanden die Beamten Werkzeuge auf, die der Täter bei seiner Flucht zurückließ. Gestohlen wurde ersten Erkenntnissen zufolge nichts. Personen, die etwas Verdächtiges beobachtet haben oder weitere sachdienliche Hinweise geben können, werden gebeten, sich mit der Heilbronner Polizei unter Telefon 07131 104-2500 in Verbindung zu setzen."
19.02.2015,Heilbronn,,Sichererstraße,Gaststätte,,,"Auf das Bargeld eines Geldspielautomaten hatte es ein Unbekannter bei einem Einbruch am Donnerstag in Heilbronn abgesehen. Gegen 05:30 Uhr brach der Täter ein Fenster auf der Rückseite einer Gaststätte in der Sichererstraße auf und gelangte so ins Lokal. Im Gastraum machte er sich an einem Geldspielautomat zu schaffen, aus dem er mehrere hundert Euro Bargeld entwendete. Weiterhin nahm er aus einer Schublade einen schwarzen Geldbeutel mit, in dem sich ebenfalls mehrere hundert Euro Bargeld befanden. Der Einbrecher hinterließ zudem einen Sachschaden in Höhe von zirka 700 Euro."
19.02.2015,Güglingen,,In der Heigelinsmühle,,,,"Ein Einbruch in ein Wohnhaus in Güglingen wurde der Polizei am Donnerstag gemeldet. Demnach machte sich ein Unbekannter am hellichten Tag, zwischen 11:40 Uhr und 13 Uhr, an einem Fenster des Hauses in der Heigelinsmühle zu schaffen und brach dieses auf. Im Gebäude durchstöberte er ein Zimmer und entwendete aus diesem ein Notebook sowie einen Schulranzen. Weitere Gegenstände wurden bisherigen Erkenntnisse zufolge nicht gestohlen. Der Wert der Beute wird auf etwa 2.000 Euro geschätzt. Am Haus entstand Sachschaden in Höhe von mehreren hundert Euro."
19.02.2015,Ilsfeld,,Sälzerstraße,Firmengebäude,,,"Mit der Aufklärung zweier Einbrüche ist derzeit die Ilsfelder Polizei beschäftigt. In der Nacht auf Donnerstag verschafften sich Einbrecher durch das aufhebeln eines Fensters Zutritt zum Bürotrakt einer Firma in der Sälzerstraße. Dort durchstöberten sie sämtliche Büros sowie das Inventar nach möglicher Diebesbeute, wobei sie aus einer Kasse Bargeld in dreistelliger Höhe entwendeten. Der Sachschaden ist, wie so oft bei Einbrüchen wesentlich höher, als der Wert des Diebesguts und beläuft sich in diesem Fall auf rund 2.000 Euro."
19.02.2015,Ilsfeld,,Bustadt,Firmengebäude,,,"Mit der Aufklärung zweier Einbrüche ist derzeit die Ilsfelder Polizei beschäftigt. An einem auf einer nahegelegenen Baustelle in der Bustadt machten sich die Einbrecher an einem Baustellencontainer zu schaffen und brachen eine Tür auf. Aus dem Container, der als Aufenthaltsort für die Bauarbeiter dient entwendeten die Täter aus einem Kühlschrank verschiedene Lebensmittel, die vermutlich in einem ebenfalls dort vorgefundenen schwarzen Rucksack abtransportiert wurden. Ferner ließen die Unbekannten eine neongelbe Jacke, Größe XL, mitgehen. Der Wert des Diebesguts wird auf etwa 150 Euro geschätzt. An der Tür entstand weiterhin ein Schaden von rund 100 Euro. Zeugen, die verdächtige Beobachtungen gemacht haben, sollten sich bei der Ilsfelder Polizei unter Telefon 07062 91555-0 melden."
